Слово, Частота, Частота(в %)
просьбу,2,0.00%
варианта,2,0.00%
подышу,2,0.00%
щурясь,2,0.00%
везде,2,0.00%
оставалась,2,0.00%
зеркальщица,2,0.00%
молодца,2,0.00%
набрал,2,0.00%
приезжая,2,0.00%
порядки,2,0.00%
хворь,2,0.00%
лечение,2,0.00%
нервозность,2,0.00%
сумеет,2,0.00%
недовольство,2,0.00%
каково,2,0.00%
отказываться,2,0.00%
поглаживая,2,0.00%
приподнимая,2,0.00%
опустив,2,0.00%
посадил,2,0.00%
показания,2,0.00%
костей,2,0.00%
колдовство,2,0.00%
свечи,2,0.00%
детстве,2,0.00%
удивлюсь,2,0.00%
нарушил,2,0.00%
хмыкнув,2,0.00%
ухватить,2,0.00%
отличался,2,0.00%
корнем,2,0.00%
повозки,2,0.00%
внешность,2,0.00%
неверно,2,0.00%
подъем,2,0.00%
оттесняя,2,0.00%
болотная,2,0.00%
батистовый,2,0.00%
насторожился,2,0.00%
оппонента,2,0.00%
перста,2,0.00%
разбитых,2,0.00%
зарычал,2,0.00%
собакиным,2,0.00%
обернуться,2,0.00%
заключённых,2,0.00%
документ,2,0.00%
доложит,2,0.00%
разбитое,2,0.00%
стуча,2,0.00%
старьевщика,2,0.00%
решеткой,2,0.00%
потемнело,2,0.00%
разбираться,2,0.00%
ошибка,2,0.00%
вспомнить,2,0.00%
охнул,2,0.00%
охнув,2,0.00%
теплом,2,0.00%
подчинённые,2,0.00%
показалась,2,0.00%
начищенным,2,0.00%
действовать,2,0.00%
палаты,2,0.00%
пролет,2,0.00%
лавок,2,0.00%
покрутив,2,0.00%
проводите,2,0.00%
абы,2,0.00%
владеет,2,0.00%
помните,2,0.00%
криком,2,0.00%
сверток,2,0.00%
паразит,2,0.00%
валялся,2,0.00%
волшебных,2,0.00%
грибами,2,0.00%
указание,2,0.00%
цокнул,2,0.00%
обстановку,2,0.00%
грохотом,2,0.00%
около,2,0.00%
растрепались,2,0.00%
белых,2,0.00%
реальность,2,0.00%
класса,2,0.00%
привести,2,0.00%
облаков,2,0.00%
шляпки,2,0.00%
полосы,2,0.00%
шляпке,2,0.00%
золотой,2,0.00%
шума,2,0.00%
короба,2,0.00%
коробы,2,0.00%
проникнуть,2,0.00%
указания,2,0.00%
выпуск,2,0.00%
прессу,2,0.00%
городке,2,0.00%
двинулась,2,0.00%
придавая,2,0.00%
окнах,2,0.00%
обошел,2,0.00%
путешествие,2,0.00%
прикрикнуть,2,0.00%
умерла,2,0.00%
кристалл,2,0.00%
шумом,2,0.00%
окрики,2,0.00%
весной,2,0.00%
оделся,2,0.00%
начнем,2,0.00%
путешествия,2,0.00%
побрал,2,0.00%
заговорил,2,0.00%
поспешили,2,0.00%
поликарповича,2,0.00%
немедля,2,0.00%
случайно,2,0.00%
дернула,2,0.00%
филе,2,0.00%
ползунову,2,0.00%
скривил,2,0.00%
осмотрела,2,0.00%
поликарповичу,2,0.00%
дергайся,2,0.00%
притулился,2,0.00%
выпятив,2,0.00%
сдавайтесь,2,0.00%
ведаю,2,0.00%
помрет,2,0.00%
перейти,2,0.00%
отворачиваясь,2,0.00%
накапал,2,0.00%
копыт,2,0.00%
идут,2,0.00%
виной,2,0.00%
зверем,2,0.00%
продолжать,2,0.00%
зверей,2,0.00%
театрально,2,0.00%
поволока,2,0.00%
ильиничной,2,0.00%
бес,2,0.00%
направление,2,0.00%
локон,2,0.00%
загудели,2,0.00%
наблюдая,2,0.00%
пустыми,2,0.00%
молитвы,2,0.00%
молитву,2,0.00%
раскланялся,2,0.00%
городовому,2,0.00%
отдал,2,0.00%
супруг,2,0.00%
хозяином,2,0.00%
крупным,2,0.00%
закрывай,2,0.00%
горазд,2,0.00%
сфокусироваться,2,0.00%
холодные,2,0.00%
крупному,2,0.00%
коров,2,0.00%
раздражением,2,0.00%
тревога,2,0.00%
делайте,2,0.00%
садясь,2,0.00%
семье,2,0.00%
истину,2,0.00%
накидку,2,0.00%
возмущенно,2,0.00%
вынырнул,2,0.00%
слабость,2,0.00%
выпустил,2,0.00%
умысла,2,0.00%
бедолага,2,0.00%
митин,2,0.00%
бедолагу,2,0.00%
отвлекать,2,0.00%
проследовал,2,0.00%
господину,2,0.00%
остановив,2,0.00%
резанул,2,0.00%
сдавался,2,0.00%
взирала,2,0.00%
грязь,2,0.00%
вдохнув,2,0.00%
выглядите,2,0.00%
спины,2,0.00%
становится,2,0.00%
преимущество,2,0.00%
начальнику,2,0.00%
совестно,2,0.00%
сверкнув,2,0.00%
выставляя,2,0.00%
достигла,2,0.00%
камешек,2,0.00%
блюдце,2,0.00%
действия,2,0.00%
васильевна,2,0.00%
пыли,2,0.00%
твоя,2,0.00%
уводят,2,0.00%
кирпичная,2,0.00%
церковь,2,0.00%
перепуганных,2,0.00%
перелом,2,0.00%
пожаловали,2,0.00%
вызови,2,0.00%
наводит,2,0.00%
походил,2,0.00%
пьет,2,0.00%
числе,2,0.00%
усадил,2,0.00%
удовольствие,2,0.00%
ожидать,2,0.00%
погрустнела,2,0.00%
дайте,2,0.00%
тяжелее,2,0.00%
вдаль,2,0.00%
исчезли,2,0.00%
ряды,2,0.00%
неловко,2,0.00%
задумчивым,2,0.00%
дурные,2,0.00%
больного,2,0.00%
является,2,0.00%
гудками,2,0.00%
вне,2,0.00%
роман,2,0.00%
вскочив,2,0.00%
нормальной,2,0.00%
опыта,2,0.00%
выступивший,2,0.00%
ужас,2,0.00%
намерен,2,0.00%
неугомонная,2,0.00%
кирпичной,2,0.00%
поедете,2,0.00%
выступившие,2,0.00%
выглянул,2,0.00%
пышки,2,0.00%
переходить,2,0.00%
отужинав,2,0.00%
ругань,2,0.00%
подозревал,2,0.00%
няньки,2,0.00%
почтарь,2,0.00%
кармашка,2,0.00%
подъемник,2,0.00%
ароматом,2,0.00%
мешком,2,0.00%
двора,2,0.00%
жалобилась,2,0.00%
витает,2,0.00%
корабль,2,0.00%
подмигнув,2,0.00%
воздухом,2,0.00%
протоколу,2,0.00%
замолчал,2,0.00%
громче,2,0.00%
умельцы,2,0.00%
петушков,2,0.00%
поблескивали,2,0.00%
хвостом,2,0.00%
когтями,2,0.00%
поблескивала,2,0.00%
праздничный,2,0.00%
вывеску,2,0.00%
встретив,2,0.00%
напряжении,2,0.00%
обратив,2,0.00%
причин,2,0.00%
витали,2,0.00%
порту,2,0.00%
волосах,2,0.00%
доску,2,0.00%
двоих,2,0.00%
грустить,2,0.00%
жертве,2,0.00%
ухожу,2,0.00%
размышлять,2,0.00%
сбивая,2,0.00%
приезда,2,0.00%
чистой,2,0.00%
исполняющий,2,0.00%
важное,2,0.00%
борода,2,0.00%
бороде,2,0.00%
представляете,2,0.00%
откель,2,0.00%
продавал,2,0.00%
навещать,2,0.00%
прохожие,2,0.00%
приключилось,2,0.00%
серьезный,2,0.00%
начальство,2,0.00%
серьезным,2,0.00%
начальства,2,0.00%
кощунство,2,0.00%
головами,2,0.00%
пьян,2,0.00%
пропажи,2,0.00%
мухи,2,0.00%
ждите,2,0.00%
варенье,2,0.00%
появлялись,2,0.00%
принять,2,0.00%
присутствие,2,0.00%
упасть,2,0.00%
узел,2,0.00%
нехорошо,2,0.00%
приступим,2,0.00%
травил,2,0.00%
разбирается,2,0.00%
столика,2,0.00%
сейфа,2,0.00%
сдернула,2,0.00%
образовались,2,0.00%
кушетку,2,0.00%
бывший,2,0.00%
сошлись,2,0.00%
убивают,2,0.00%
полицейского,2,0.00%
купить,2,0.00%
братьями,2,0.00%
кожу,2,0.00%
извиниться,2,0.00%
крошки,2,0.00%
царстве,2,0.00%
крошка,2,0.00%
секрет,2,0.00%
застряли,2,0.00%
освещая,2,0.00%
чистую,2,0.00%
кругу,2,0.00%
записей,2,0.00%
светлее,2,0.00%
крещенского,2,0.00%
пригласить,2,0.00%
силами,2,0.00%
репса,2,0.00%
перешептывались,2,0.00%
дорожное,2,0.00%
прошлого,2,0.00%
входная,2,0.00%
отобрал,2,0.00%
зашептал,2,0.00%
помнил,2,0.00%
плеснув,2,0.00%
женский,2,0.00%
страницы,2,0.00%
служит,2,0.00%
конце,2,0.00%
мелодию,2,0.00%
присутствующие,2,0.00%
держала,2,0.00%
дно,2,0.00%
подносом,2,0.00%
дну,2,0.00%
светлый,2,0.00%
дни,2,0.00%
госпожи,2,0.00%
бывшую,2,0.00%
теми,2,0.00%
сходит,2,0.00%
осматривая,2,0.00%
хожу,2,0.00%
сходил,2,0.00%
гудки,2,0.00%
службу,2,0.00%
поглубже,2,0.00%
оскользнулся,2,0.00%
разыщи,2,0.00%
косы,2,0.00%
грустными,2,0.00%
умирающим,2,0.00%
выудила,2,0.00%
плодов,2,0.00%
растирая,2,0.00%
удержался,2,0.00%
поглядел,2,0.00%
вездесущего,2,0.00%
лишняя,2,0.00%
мурин,2,0.00%
вышедший,2,0.00%
снаружи,2,0.00%
вставать,2,0.00%
подчиненной,2,0.00%
дяденька,2,0.00%
свят,2,0.00%
блеснула,2,0.00%
таращиться,2,0.00%
обещали,2,0.00%
разговорами,2,0.00%
дым,2,0.00%
враги,2,0.00%
шепнул,2,0.00%
приболела,2,0.00%
минуты,2,0.00%
занимала,2,0.00%
машин,2,0.00%
светло,2,0.00%
одиночку,2,0.00%
прожектора,2,0.00%
попросила,2,0.00%
готовился,2,0.00%
каминную,2,0.00%
водохранилищу,2,0.00%
армия,2,0.00%
еде,2,0.00%
подвигал,2,0.00%
терпеть,2,0.00%
крадучись,2,0.00%
перекрестилась,2,0.00%
голубыми,2,0.00%
складов,2,0.00%
вмешательства,2,0.00%
говядина,2,0.00%
очнется,2,0.00%
парадной,2,0.00%
стоим,2,0.00%
стащить,2,0.00%
принимайте,2,0.00%
облегчением,2,0.00%
рассыпались,2,0.00%
портить,2,0.00%
сутки,2,0.00%
попутал,2,0.00%
замотал,2,0.00%
изгои,2,0.00%
бесценную,2,0.00%
звонка,2,0.00%
поздоровался,2,0.00%
еремки,2,0.00%
позабыть,2,0.00%
отправила,2,0.00%
полицией,2,0.00%
пирожок,2,0.00%
чудного,2,0.00%
разу,2,0.00%
работает,2,0.00%
обращать,2,0.00%
работаем,2,0.00%
раза,2,0.00%
потерпите,2,0.00%
грядет,2,0.00%
покупатель,2,0.00%
рядышком,2,0.00%
попав,2,0.00%
попал,2,0.00%
мальцу,2,0.00%
плечу,2,0.00%
холле,2,0.00%
покраснела,2,0.00%
холод,2,0.00%
обращал,2,0.00%
отодвинул,2,0.00%
третьи,2,0.00%
ещё,2,0.00%
обшарпанным,2,0.00%
слетела,2,0.00%
ждем,2,0.00%
сновали,2,0.00%
вернул,2,0.00%
вытрясем,2,0.00%
подделать,2,0.00%
успевает,2,0.00%
данного,2,0.00%
заставила,2,0.00%
вызывали,2,0.00%
дрогнул,2,0.00%
готовит,2,0.00%
переступая,2,0.00%
многолюдно,2,0.00%
телеги,2,0.00%
жар,2,0.00%
решившись,2,0.00%
жди,2,0.00%
загляну,2,0.00%
протянув,2,0.00%
ощутила,2,0.00%
немедленно,2,0.00%
жду,2,0.00%
лука,2,0.00%
назвали,2,0.00%
справиться,2,0.00%
бревно,2,0.00%
достиг,2,0.00%
напугал,2,0.00%
память,2,0.00%
регистрацию,2,0.00%
дождался,2,0.00%
мрачнее,2,0.00%
испоганил,2,0.00%
лодке,2,0.00%
волком,2,0.00%
крышка,2,0.00%
появлялась,2,0.00%
аптеке,2,0.00%
тянет,2,0.00%
перекрестился,2,0.00%
жалеть,2,0.00%
коллегой,2,0.00%
регистрации,2,0.00%
весеннее,2,0.00%
наименований,2,0.00%
вырываться,2,0.00%
опробуйте,2,0.00%
горели,2,0.00%
морщился,2,0.00%
выкрикнув,2,0.00%
пропиталась,2,0.00%
окружении,2,0.00%
отыскали,2,0.00%
защелки,2,0.00%
направив,2,0.00%
ручки,2,0.00%
недовольная,2,0.00%
архиве,2,0.00%
добравшись,2,0.00%
похлопал,2,0.00%
икры,2,0.00%
справки,2,0.00%
схватив,2,0.00%
стерляжья,2,0.00%
переступив,2,0.00%
потрепав,2,0.00%
клянусь,2,0.00%
вернусь,2,0.00%
схватки,2,0.00%
крут,2,0.00%
проулок,2,0.00%
тянул,2,0.00%
касается,2,0.00%
фото,2,0.00%
явление,2,0.00%
шлепнулся,2,0.00%
затрещало,2,0.00%
ранить,2,0.00%
трава,2,0.00%
прижимая,2,0.00%
бинты,2,0.00%
казнили,2,0.00%
семейство,2,0.00%
горячего,2,0.00%
зев,2,0.00%
лобастой,2,0.00%
тревожно,2,0.00%
лязгнуло,2,0.00%
супом,2,0.00%
вздохнули,2,0.00%
известие,2,0.00%
оглянулся,2,0.00%
чистотой,2,0.00%
случаем,2,0.00%
бегает,2,0.00%
мальчишек,2,0.00%
ведьминого,2,0.00%
зла,2,0.00%
заинтересованные,2,0.00%
воровским,2,0.00%
тарелку,2,0.00%
вздохнуть,2,0.00%
глубокие,2,0.00%
отказал,2,0.00%
недоброжелатели,2,0.00%
кругах,2,0.00%
сестрица,2,0.00%
сеть,2,0.00%
потасовку,2,0.00%
неподалеку,2,0.00%
зуб,2,0.00%
бегали,2,0.00%
свободный,2,0.00%
пробежала,2,0.00%
клетчатый,2,0.00%
виновны,2,0.00%
времена,2,0.00%
инструмент,2,0.00%
арестуйте,2,0.00%
вредитель,2,0.00%
сели,2,0.00%
фоне,2,0.00%
центре,2,0.00%
бутыли,2,0.00%
совершено,2,0.00%
шапки,2,0.00%
поприветствовал,2,0.00%
бутыль,2,0.00%
главная,2,0.00%
сняла,2,0.00%
забором,2,0.00%
марселем,2,0.00%
оборотне,2,0.00%
дощатом,2,0.00%
патока,2,0.00%
воспоминания,2,0.00%
показывать,2,0.00%
обещая,2,0.00%
пояснила,2,0.00%
волнует,2,0.00%
облегченно,2,0.00%
двойник,2,0.00%
прислушиваясь,2,0.00%
сидишь,2,0.00%
рылом,2,0.00%
лукерьей,2,0.00%
служивый,2,0.00%
чертыхаясь,2,0.00%
прикрикнул,2,0.00%
выше,2,0.00%
унесло,2,0.00%
сплетая,2,0.00%
камнем,2,0.00%
имен,2,0.00%
разузнайте,2,0.00%
покачав,2,0.00%
брешешь,2,0.00%
оказывается,2,0.00%
шестой,2,0.00%
соседку,2,0.00%
затеи,2,0.00%
песок,2,0.00%
ловил,2,0.00%
явился,2,0.00%
уловить,2,0.00%
бегут,2,0.00%
здоровую,2,0.00%
притих,2,0.00%
заведениям,2,0.00%
намекаете,2,0.00%
помер,2,0.00%
утонул,2,0.00%
решетке,2,0.00%
дара,2,0.00%
доносился,2,0.00%
праздник,2,0.00%
решетку,2,0.00%
жалобно,2,0.00%
дворами,2,0.00%
объявила,2,0.00%
приступить,2,0.00%
посидит,2,0.00%
лихачи,2,0.00%
уловила,2,0.00%
даме,2,0.00%
кепка,2,0.00%
кепке,2,0.00%
домов,2,0.00%
